case,split,domain,initial_context,seed,mode,policy,committed,cycles,draft_cycles,rejections,proposed,accepted,target_ms,draft_ms,verify_ms,recovery_ms,total_ms,ms_per_token,simulated_tps,host_simulator_seconds,depth_0_cycles,depth_1_cycles,depth_2_cycles,depth_3_cycles,depth_4_cycles,depth_5_cycles
heldout-code-2048,heldout,code,2048,121,resident_seed_batch,fixed_2,256,118,118,59,233,138,3068.387961522909,597.0514471885793,2829.6545139691552,58.98270926583342,6554.076631946475,25.601861843540917,39.05965925881635,9.312498150393367e-05,0,1,117,0,0,0
heldout-code-2048,heldout,code,2048,121,resident_seed_batch,fixed_3,256,101,101,67,300,155,48.93147524561112,608.7965552034802,4184.11139648688,186.05477100134448,5027.894197937316,19.64021171069264,50.91594809314474,7.499998901039362e-05,0,1,1,99,0,0
heldout-code-2048,heldout,code,2048,121,resident_seed_batch,fixed_4,256,98,98,75,385,158,51.05625045378127,691.7539792225441,4394.165591690397,209.50465674680223,5346.480478113526,20.884689367630962,47.88196665974325,7.374997949227691e-05,0,1,0,0,97,0
heldout-code-2048,heldout,code,2048,121,resident_seed_batch,fixed_5,256,95,94,78,470,161,25.108360731500305,765.1770107367323,4609.8026434206195,222.53247104617063,5622.620485935025,21.96336127318369,45.53037158392311,6.533396663144231e-05,1,0,0,0,0,94
heldout-code-2048,heldout,code,2048,121,resident_seed_batch,candidate,256,115,97,67,303,141,528.4131386540123,606.2820256742459,4041.916745036661,183.50483997205026,5360.116749336967,20.937956052097526,47.7601537376339,0.00020462501561269164,18,0,0,88,0,9
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,ordinary,256,256,0,0,0,0,6570.525832827606,0.0,0.0,0.0,6570.525832827606,25.666116534482835,38.96187405899463,0.00020854204194620252,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,default,256,120,52,34,255,136,1789.796571273332,416.61098280725827,2440.4621137794998,92.66235950405625,4739.532027364144,18.513796981891186,54.01377151203102,0.00029795797308906913,68,0,0,0,0,52
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,existing_cost_gate,256,138,60,45,285,118,2108.0270519576416,478.61463263248186,2726.633421499076,117.52523845595401,5430.800344545152,21.2140638458795,47.13854013380064,0.00031524995574727654,78,0,0,0,0,60
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,fixed_1,256,148,148,40,144,108,3795.966302444038,592.2727584904663,3398.171002277996,0.0,7786.410063212502,30.415664309423835,32.87779579057772,0.00014720798935741186,0,148,0,0,0,0
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,fixed_2,256,115,115,55,221,141,2973.6420026166684,578.5515625992452,2877.791354305609,62.428326951082965,6492.413246472604,25.36098924403361,39.43063854400942,0.00010516704060137272,0,1,114,0,0,0
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,fixed_3,256,101,101,63,289,155,128.24683638646755,604.1207718733995,4017.031846025626,165.86733739743437,4915.2667916829305,19.200260905011447,52.08262559281112,0.00012304203119128942,0,1,0,100,0,0
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,fixed_4,256,85,85,57,331,171,48.636829662790035,589.0339733957427,3688.6761990998,151.99481893439744,4478.34182109273,17.493522738643478,57.16401521524214,0.00015033298404887319,0,0,0,1,84,0
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,fixed_5,256,84,84,65,403,172,75.55938840593333,671.3016046755633,3903.069272537328,174.51994948757363,4824.4502151064,18.845508652759374,53.06304108982376,0.00013683299766853452,0,0,0,1,0,83
heldout-code-2048,heldout,code,2048,122,resident_seed_batch,candidate,256,92,78,51,318,164,421.6967695959127,565.1008772396932,3485.749436826065,137.27106386192412,4609.818147523599,18.007102138764058,55.53364401967214,0.0002007919829338789,14,0,0,32,0,46
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,ordinary,256,256,0,0,0,0,6555.294615968206,0.0,0.0,0.0,6555.294615968206,25.606619593625805,39.05240191286036,0.0002263750066049397,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,default,256,151,43,32,210,105,2810.787379198647,345.4619543961219,2014.7862394108156,86.72028434549183,5257.755857351077,20.538108817777644,48.68997476215566,0.000303708016872406,108,0,0,0,0,43
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,existing_cost_gate,256,130,63,51,305,126,1777.5466365912212,508.91091195935064,2952.9644622658047,137.82557417271636,5377.247584989093,21.004873378863646,47.60799943722867,0.00027595798019319773,67,0,0,0,0,63
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,fixed_1,256,150,150,44,147,106,3828.6770334462253,597.2854178367561,3327.8926949793918,0.0,7753.85514626238,30.288496665087422,33.01583472621366,0.00013237498933449388,0,150,0,0,0,0
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,fixed_2,256,117,116,59,228,139,3022.992755797148,584.1179215299941,2889.67973447383,70.80016707677572,6567.590578877746,25.654650698741197,38.97928729347569,9.14169941097498e-05,1,0,116,0,0,0
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,fixed_3,256,105,105,68,310,151,48.122325177030504,631.716400250334,4334.462362979692,188.66206281560716,5202.963151222667,20.324074809463543,49.202731704882716,7.829099195078015e-05,0,1,0,104,0,0
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,fixed_4,256,94,94,68,369,162,48.122325177030504,655.1779710128136,4161.728946243807,187.50820477090687,5052.537447204559,19.736474403142807,50.66761061645141,6.945902714505792e-05,0,1,0,0,93,0
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,fixed_5,256,90,90,74,431,166,101.994015227408,718.9319324247836,4189.871805242346,199.49187473003073,5210.28962762457,20.352693857908477,49.13354502266188,6.59169745631516e-05,0,1,0,0,0,89
heldout-code-2048,heldout,code,2048,123,resident_seed_batch,candidate,256,107,94,63,321,149,351.232144931224,609.9495998572454,4030.6844827661057,175.30400058459625,5167.170228139176,20.184258703668657,49.543558407633846,0.00019049999536946416,13,0,0,73,0,21
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,ordinary,256,256,0,0,0,0,6569.768202823583,0.0,0.0,0.0,6569.768202823583,25.66315704227962,38.96636716801899,0.00026420800713822246,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,default,256,151,48,35,235,105,2684.537136155355,387.4362658117746,2260.83252887235,96.25921628400734,5429.065147123491,21.20728573095114,47.15360620338803,0.0003129999968223274,103,0,0,0,0,48
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,existing_cost_gate,256,117,68,52,325,139,1320.7549997903932,553.7507830314307,3169.821074596329,139.87965952987872,5184.206516948034,20.250806706828257,49.380748850010775,0.0002582920133136213,49,0,0,0,0,68
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,fixed_1,256,147,146,37,143,109,3777.4978484142302,585.1350780079608,3449.7250669173072,0.0,7812.357993339505,30.51702341148244,32.76859562993082,0.00014045799616724253,1,146,0,0,0,0
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,fixed_2,256,113,113,53,220,143,2925.116457603886,570.5703939245848,2909.338381396783,64.53446244141178,6469.559695366668,25.271717560026048,39.56992624758384,0.00010020902846008539,0,0,113,0,0,0
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,fixed_3,256,94,94,53,272,162,104.8113858997861,564.1164362964529,3769.4913694902098,139.8754040114387,4578.294595697888,17.883963264444876,55.91601733985335,8.104200242087245e-05,0,0,1,93,0,0
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,fixed_4,256,83,83,55,317,173,99.21439591187826,582.0449855301946,3597.8593941460335,148.52365942415392,4427.642435012261,17.295478261766643,57.81858037488321,7.016601739451289e-05,0,1,0,0,82,0
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,fixed_5,256,80,79,58,375,176,130.9986356247016,639.2239126889415,3646.311966355035,153.34101241216155,4569.875527080838,17.851076277659523,56.019031258719785,5.625002086162567e-05,1,0,0,0,0,79
heldout-code-2048,heldout,code,2048,124,resident_seed_batch,candidate,256,86,74,51,326,170,408.8207244227126,572.4781153372478,3336.7319041809515,133.41855662358512,4451.449300564497,17.388473830330067,57.509359921843014,0.000156416033860296,12,0,0,14,0,60
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,ordinary,256,256,0,0,0,0,6559.688099408966,0.0,0.0,0.0,6559.688099408966,25.623781638316274,39.02624577882992,0.00022208300651982427,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,default,256,127,54,40,265,129,1906.000214640229,433.0206038921704,2538.6150337052886,108.81064091061513,4986.446493148303,19.478306613860557,51.33916514531148,0.00026658299611881375,73,0,0,0,0,54
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,existing_cost_gate,256,127,54,40,265,129,1906.000214640229,433.0206038921704,2538.6150337052886,108.81064091061513,4986.446493148303,19.478306613860557,51.33916514531148,0.0002533330116420984,73,0,0,0,0,54
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,fixed_1,256,150,150,44,147,106,3836.6493103083862,598.533663091862,3336.098847704014,0.0,7771.281821104262,30.356569613688524,32.9417985209065,0.00014158402336761355,0,150,0,0,0,0
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,fixed_2,256,118,117,61,228,138,3028.4078256583684,585.0356427537063,2860.619086989808,73.26038142971792,6547.322936831603,25.57548022199845,39.099950081870276,0.00010341696906834841,1,0,117,0,0,0
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,fixed_3,256,101,101,62,294,155,74.30947601242204,604.0493767531228,4056.4280991377605,165.32815579273347,4900.11510769604,19.141074639437655,52.24367068396631,8.625001646578312e-05,0,0,0,101,0,0
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,fixed_4,256,90,90,63,355,166,25.715472513827017,629.323029296794,3986.220220806082,174.19316435185672,4815.451886968561,18.81035893347094,53.162196613941866,7.562502287328243e-05,0,0,0,1,89,0
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,fixed_5,256,83,83,66,408,173,25.715472513827017,664.8584807591702,3956.16123189531,182.29933373914855,4829.034518907456,18.86341608948225,53.012667231444574,5.916703958064318e-05,0,0,0,1,0,82
heldout-code-2048,heldout,code,2048,125,resident_seed_batch,candidate,256,104,90,68,363,152,388.0425544027248,641.1946317951621,4027.2511458159497,188.83421823021223,5245.322550244047,20.48954121189081,48.805387571082576,0.00018841598648577929,14,0,0,41,0,49
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,ordinary,256,256,0,0,0,0,6546.64723554029,0.0,0.0,0.0,6546.64723554029,25.57284076382926,39.10398571809903,0.0002536250394769013,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,default,256,121,52,37,260,135,1787.7633907078882,417.6876613668393,2498.611402766578,103.75078405508485,4807.813238896391,18.78052046443903,53.24666064998055,0.000271458993665874,69,0,0,0,0,52
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,existing_cost_gate,256,114,61,45,305,142,1368.786503925872,487.0232543194663,2922.569319472234,125.05550421016648,4903.43458192774,19.154041335655233,52.20830332753333,0.00024512497475370765,53,0,0,0,0,61
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,fixed_1,256,151,150,45,148,105,3856.126776945655,597.7670329303079,3293.2710648704383,0.0,7747.164874746403,30.262362791978138,33.04434643368551,0.00015645899111405015,1,150,0,0,0,0
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,fixed_2,256,121,120,67,233,135,3088.0149084767972,596.4033293229843,2833.2776400213074,79.80263157532796,6597.498509396418,25.771478552329757,38.80258550045819,0.0001094160252250731,1,1,119,0,0,0
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,fixed_3,256,105,104,70,307,151,73.12885789937845,621.7871467180973,4238.024649385386,190.3648995436103,5123.305553546471,20.012912318540902,49.96774003119741,8.849997539073229e-05,1,1,0,103,0,0
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,fixed_4,256,100,99,78,381,156,129.17573027654154,695.2432985925814,4286.862263647125,206.95669225508902,5318.237984771337,20.774367128013036,48.1362437583746,8.641596650704741e-05,1,1,0,0,98,0
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,fixed_5,256,90,89,73,437,166,73.7629426005631,705.2449452947018,4201.59687591009,198.8529809950897,5179.457744800446,20.23225681562674,49.426023459114674,6.395898526534438e-05,1,1,1,0,1,86
heldout-code-2048,heldout,code,2048,126,resident_seed_batch,candidate,256,105,94,65,336,151,289.5399176748637,619.072046783996,4089.7973165600824,181.24856230037886,5179.65784331932,20.233038450466093,49.42411405227986,0.00024691701401025057,11,0,0,67,0,27
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,ordinary,256,256,0,0,0,0,6592.561533590177,0.0,0.0,0.0,6592.561533590177,25.752193490586627,38.83164361768005,0.00019274995429441333,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,default,256,151,40,26,200,105,2875.450477998348,320.1025448090049,1914.2299832890883,72.70459983208792,5182.48760592853,20.24409221065832,49.39712729986034,0.0003350840415805578,111,0,0,0,0,40
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,existing_cost_gate,256,123,59,44,295,133,1647.060481960232,469.68006470189925,2825.2038046240878,122.69403673967709,5064.638388025897,19.78374370322616,50.546550491195894,0.00027887499891221523,64,0,0,0,0,59
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,fixed_1,256,150,149,43,148,106,3833.544734915262,594.0978689356473,3319.7535494251447,0.0,7747.396153276057,30.263266223734597,33.0433599799525,0.00012083305045962334,1,149,0,0,0,0
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,fixed_2,256,112,111,49,221,144,2863.505469421498,552.0313229342615,2850.265210984831,56.23203271341099,6322.034036054004,24.695445453335953,40.49329670483495,8.412502938881516e-05,1,1,110,0,0,0
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,fixed_3,256,94,93,57,274,162,82.19180042291896,551.1076309576756,3736.470243883053,151.06632953908243,4520.8360048027325,17.659515643760674,56.62669464852013,7.112498860806227e-05,1,1,0,92,0,0
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,fixed_4,256,87,86,61,329,169,129.33186556518567,597.0940293748748,3668.428225157892,159.9293381493075,4554.78345824726,17.792122883778358,56.204647783302555,6.283394759520888e-05,1,1,0,0,85,0
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,fixed_5,256,84,83,66,401,172,106.17881542762937,658.9569652793809,3847.423459438202,175.78048467329447,4788.339724818506,18.704452050072288,53.46320743975685,5.670799873769283e-05,1,1,0,0,0,82
heldout-code-2048,heldout,code,2048,127,resident_seed_batch,candidate,256,103,91,60,278,153,345.4670663765503,548.626144363067,3718.876340548593,162.00633872594986,4774.9758900141605,18.652249570367815,53.61283614758541,0.0001824169885367155,12,0,0,87,0,4
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,ordinary,256,256,0,0,0,0,6553.159785283307,0.0,0.0,0.0,6553.159785283307,25.59828041126292,39.06512406044324,0.00023170799249783158,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,default,256,150,52,39,250,106,2540.421775044124,413.9281155092481,2379.568993088894,101.9900268992955,5435.90891054156,21.234019181802967,47.09424021133858,0.0003022500313818455,98,0,0,0,0,52
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,existing_cost_gate,256,136,68,54,330,120,1773.071211210937,542.2266895067253,3165.6271758989733,144.03509116969042,5624.960167786324,21.972500655415327,45.511433390424806,0.00028912501875311136,68,0,0,0,0,68
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,fixed_1,256,150,149,43,146,106,3834.7919241609334,594.813457288788,3300.675738994161,0.0,7730.281120443881,30.19641062673391,33.11651879295435,0.00013208301970735192,1,149,0,0,0,0
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,fixed_2,256,119,118,64,231,137,3069.6599721580365,593.2586716733365,2901.6535599884883,81.54973395262682,6646.121937772483,25.96141381942376,38.51870344795405,0.00011308299144729972,1,1,117,0,0,0
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,fixed_3,256,107,106,73,306,149,144.04056824070437,632.387567922574,4192.201564858664,190.34164776167054,5158.971348783616,20.152231831186,49.62229535551884,0.00010716699762269855,1,1,1,104,0,0
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,fixed_4,256,94,93,67,363,162,94.93140669528064,640.8658488309648,4004.381753544148,178.09085113848266,4918.2698602088785,19.21199164144093,52.05082422808083,9.470799705013633e-05,1,1,1,0,91,0
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,fixed_5,256,88,87,68,414,168,122.45641886516624,687.515080030888,3978.0496643395427,178.82584865148246,4966.847011887079,19.401746140183903,51.54175262240192,6.970897084102035e-05,1,1,0,1,1,84
heldout-code-2048,heldout,code,2048,128,resident_seed_batch,candidate,256,105,94,64,309,151,354.2133296572741,602.9519279930759,3913.9868937932742,171.70836787670618,5042.860519320332,19.698673903595047,50.76483853146571,0.00019029201939702034,11,0,0,76,0,18
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,ordinary,256,256,0,0,0,0,6597.497467501835,0.0,0.0,0.0,6597.497467501835,25.771474482429042,38.80259162826709,0.0001962909591384232,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,default,256,154,46,33,225,102,2806.8519961112106,372.3563574266575,2174.081922164595,90.39141435468285,5443.681690057144,21.26438160178572,47.02699653941608,0.0003017500275745988,108,0,0,0,0,46
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,existing_cost_gate,256,111,68,53,335,145,1146.4827383868183,545.2815283391674,3220.319629043083,146.27172255792084,5058.355618326988,19.7592016340898,50.60933222497907,0.00033366697607561946,43,0,0,0,0,68
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,fixed_1,256,146,145,35,143,110,3758.671010305313,582.6195626652018,3477.6962911425926,0.0,7818.98686411311,30.542917437941835,32.740814692369675,0.0002211249666288495,1,145,0,0,0,0
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,fixed_2,256,116,115,59,228,140,2992.04505156146,578.4052574868698,2942.3948641633287,78.28676725641186,6591.131940468071,25.7466091424534,38.840066063344516,0.00012770900502800941,1,0,115,0,0,0
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,fixed_3,256,93,92,48,275,163,51.202356353978864,556.9041963714853,3848.4790624991433,134.1066843362299,4590.692299560837,17.932391795159518,55.765009566093106,8.583400631323457e-05,1,0,1,91,0,0
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,fixed_4,256,84,83,56,330,172,51.202356353978864,584.2637857930376,3742.2291683179637,159.29459268129062,4536.98990314627,17.722616809165118,56.425075978783084,7.862498750910163e-05,1,0,1,0,82,0
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,fixed_5,256,78,77,57,376,178,79.24207148493191,618.2494285236615,3673.344304728358,158.5806858021021,4529.416490539055,17.693033166168185,56.51942154905099,6.375001976266503e-05,1,0,1,0,1,75
heldout-code-2048,heldout,code,2048,129,resident_seed_batch,candidate,256,90,76,53,340,166,367.95638032573123,571.3647575830935,3542.798589631311,149.71301780814642,4631.832745348282,18.093096661516725,55.26969864296138,0.00016983301611617208,14,0,0,20,0,56
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,ordinary,256,256,0,0,0,0,6505.596828488641,0.0,0.0,0.0,6505.596828488641,25.412487611283755,39.35073241534906,0.00023125001462176442,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,default,256,128,52,35,260,128,1973.6729087837316,404.96534915361366,2418.9615877385086,95.3022748185215,4892.902120494376,19.112898908181155,52.32068692478441,0.00026633398374542594,76,0,0,0,0,52
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,existing_cost_gate,256,130,53,36,265,126,1981.267782433414,416.9298709504162,2491.273713507675,99.48985744740237,4988.961224338908,19.48812978257386,51.31328717310742,0.0002589999930933118,77,0,0,0,0,53
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,fixed_1,256,151,150,45,149,105,3835.0646421993824,593.2649643507912,3261.3742808370926,0.0,7689.703887387271,30.037905810106526,33.291268916075396,0.00014308304525911808,1,150,0,0,0,0
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,fixed_2,256,120,120,63,240,136,3059.034740820076,596.1036834082203,2704.821700719973,59.20719452763297,6419.167319475904,25.07487234170275,39.880561957512775,0.00010750000365078449,0,0,120,0,0,0
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,fixed_3,256,101,101,64,302,155,25.09491193755925,599.1487578520217,4148.185407157365,177.13265538276133,4949.561732329711,19.334225516912934,51.72175110532529,8.016702486202121e-05,0,0,1,100,0,0
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,fixed_4,256,94,94,68,373,162,25.09491193755925,648.8624309160676,4163.53718558489,189.26472955207382,5026.75925799059,19.635778351525744,50.92744387809296,7.470801938325167e-05,0,0,1,1,92,0
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,fixed_5,256,87,87,67,430,169,25.09491193755925,680.5611382426666,4110.7667667959395,184.93177479362288,5001.3545917697875,19.536541374100732,51.186132737173395,6.0542020946741104e-05,0,0,1,1,0,85
heldout-code-2048,heldout,code,2048,130,resident_seed_batch,candidate,256,100,86,64,386,156,370.2946213654604,641.6736153396353,3980.645909028936,178.8594959812356,5171.473641715269,20.20106891295027,49.50233100580789,0.00017970905173569918,14,0,0,22,0,64
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,ordinary,256,256,0,0,0,0,6555.0120725974575,0.0,0.0,0.0,6555.0120725974575,25.60551590858382,39.05408520453856,0.00018904200987890363,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,default,256,125,52,36,260,131,1885.7806893824884,415.2898295590042,2483.4428194213006,100.02961637822398,4884.542954741016,19.080245916957093,52.41022596628458,0.0002497909590601921,73,0,0,0,0,52
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,existing_cost_gate,256,118,62,46,310,138,1466.5410852022212,490.7155105587602,2946.4071481277456,126.42860472813858,5030.092348616865,19.64879823678463,50.89369782055649,0.0002524169976823032,56,0,0,0,0,62
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,fixed_1,256,148,147,39,147,108,3775.12932885795,585.2413106607839,3377.5087168820473,0.0,7737.879356400775,30.226091235940526,33.083999918948955,0.00016254204092547297,1,147,0,0,0,0
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,fixed_2,256,117,116,56,231,139,3021.862899720516,583.402903911698,2756.916734531147,54.89914899423523,6417.081687157598,25.066725340459367,39.893523642114246,0.00010945799294859171,1,1,115,0,0,0
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,fixed_3,256,103,102,68,303,153,73.43886751035521,610.9612739217399,4164.676225724797,186.48480068535704,5035.5611678422465,19.670160811883775,50.83842524540255,9.154196595773101e-05,1,1,1,100,0,0
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,fixed_4,256,89,88,62,349,167,48.50475822856116,615.9868627064652,3923.026243004357,171.22271585364246,4758.740579793029,18.58883038981652,53.79574610287627,7.604202255606651e-05,1,1,0,0,87,0
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,fixed_5,256,86,85,69,421,170,48.50475822856116,674.3605294968196,4040.6321569206207,189.80386212198704,4953.301306767988,19.34883322956245,51.682702937980395,6.187497638165951e-05,1,1,0,0,0,84
heldout-code-2048,heldout,code,2048,131,resident_seed_batch,candidate,256,105,92,59,284,151,324.1403703183769,564.5265962115905,3870.6229473823223,166.46072615530207,4925.75064006759,19.241213437764024,51.97177419368659,0.00018866697791963816,13,0,0,88,0,4
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,ordinary,256,256,0,0,0,0,6555.757050219826,0.0,0.0,0.0,6555.757050219826,25.608425977421195,39.04964720915274,0.0002126250183209777,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,default,256,118,60,46,295,138,1518.9556674000733,484.43350262662074,2845.912809900068,127.58978597828776,4976.891765905053,19.440983460566613,51.43772700739979,0.000252624973654747,58,0,0,0,0,60
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,existing_cost_gate,256,114,71,58,350,142,1129.8873563130524,572.1558043065813,3384.349563506465,161.19535470650663,5247.588078832606,20.498390932939866,48.78431693841155,0.00024824996944516897,43,0,0,0,0,71
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,fixed_1,256,149,149,42,148,107,3802.091875517313,592.9881334794236,3333.367269860828,0.0,7728.447278857568,30.189247183037374,33.12437683314861,0.00014449999434873462,0,149,0,0,0,0
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,fixed_2,256,112,112,52,220,144,2865.6265319889835,558.5619355997158,2910.9245899356065,68.05034596309093,6403.163403487399,25.01235704487265,39.98023849595545,0.00010304199531674385,0,0,112,0,0,0
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,fixed_3,256,105,105,69,313,151,23.84694832167289,624.4330509315112,4329.562237210066,192.33683026792258,5170.179066731172,20.19601197941864,49.514726027053285,9.024998871609569e-05,0,1,0,104,0,0
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,fixed_4,256,95,95,71,369,161,71.2191939109182,654.5485004135223,4122.985133935715,192.23634885208827,5040.989177112247,19.691363973094713,50.78368371872815,8.37499974295497e-05,0,1,0,0,94,0
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,fixed_5,256,94,94,78,461,162,52.262625519291944,750.8150942768217,4481.112562263429,216.78598233404676,5500.976264393589,21.488188532787458,46.537194071718226,6.762502016499639e-05,0,1,0,0,0,93
heldout-code-2048,heldout,code,2048,132,resident_seed_batch,candidate,256,115,71,57,342,141,1169.9634016560306,561.4445335559442,3340.837427703953,157.01854721553573,5229.263910131464,20.426812148951033,48.955264909084335,0.0002144589670933783,44,0,0,4,0,67
heldout-code-2048,heldout,code,2048,133,resident_seed_batch,ordinary,256,256,0,0,0,0,6527.598225663663,0.0,0.0,0.0,6527.598225663663,25.498430568998682,39.218100003998394,0.00015949999215081334,256,0,0,0,0,0
heldout-code-2048,heldout,code,2048,133,resident_seed_batch,default,256,147,46,33,230,109,2584.2633113661586,369.0803198809844,2205.2817658432755,92.25876344152157,5250.884160531937,20.511266252077878,48.75369407769722,0.00030145898927003145,101,0,0,0,0,46
heldout-code-2048,heldout,code,2048,133,resident_seed_batch,existing_cost_gate,256,139,56,43,280,117,2124.395219050835,448.9221806793405,2690.1039392191037,120.10138277346827,5383.5227217227475,21.029385631729482,47.55250664532888,0.00028133398154750466,83,0,0,0,0,56
heldout-code-2048,heldout,code,2048,133,resident_seed_batch,fixed_1,256,154,153,51,153,102,3936.0520222403693,610.0542135176441,3205.9223551798345,0.0,7752.028590937851,30.28136168335098,33.02361401237154,0.00013929198030382395,1,153,0,0,0,0
heldout-code-2048,heldout,code,2048,133,resident_seed_batch,fixed_2,256,121,120,65,237,135,3082.9422177889987,595.09691701464,2762.6077013970144,69.7280913520872,6510.374927552738,25.431152060752883,39.32185209742304,9.379198309034109e-05,1,1,119,0,0,0
heldout-code-2048,heldout,code,2048,133,resident_seed_batch,fixed_3,256,107,106,68,310,149,99.25558189138972,626.4318518851755,4228.745045527599,178.99161700204033,5133.424096306205,20.052437876196112,49.869248127036066,7.875001756474376e-05,1,1,0,105,0,0
heldout-code-2048,heldout,code,2048,133,resident_seed_batch,fixed_4,256,96,95,73,369,160,99.25558189138972,649.558560316912,4048.496641708657,192.67933326414948,4989.990117181105,19.492148895238692,51.30270681670547,7.195898797363043e-05,1,1,0,0,94,0
